language,Part of speech,word,translation,word_type,gender,article,display_word,example_sentence_original,example_sentence_translation,exam_board_code,theme_name,theme_name.1,tier,is_required
fr,v,acheter,(to) buy | buying,,,,acheter,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,célébrer,(to) celebrate | celebrating,,,,célébrer,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,chanter,(to) sing | singing,,,,chanter,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,communiquer,"(to) pass on, communicate | passing on, communicating",,,,communiquer,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,croire,(to) believe | believing,,,,croire,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,crois | crois !,(I) believe | (I) am believing | (you (sing informal)) believe | (you (sing informal)) are believing | believe! (sing informal),,,,crois | crois !,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,croit,"(she, he, it, one) believes | (she, he, it, one) is believing | (we (informal, impersonal)) believe | (we (informal, impersonal)) are believing",,,,croit,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,danser,(to) dance | dancing,,,,danser,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,découvrir,(to) discover | discovering,,,,découvrir,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,donner,(to) give | giving,,,,donner,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,envoyer,(to) send | sending,,,,envoyer,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,inviter,(to) invite | inviting,,,,inviter,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,marier; se marier,(to) marry | marrying; (to) get married (to) | getting married (to),,,,marier; se marier (avec),,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,organiser; s'organiser,(to) organise | organising; (to) get organised | getting organised,,,,organiser; s'organiser,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,partager,(to) share | sharing,,,,partager,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,participer à ,"(to) take part in , participate in  | taking part in , participating in ",,,,participer à ,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,passer; se passer,"(to) spend time, pass | spending time, passing time; (to) happen | happening",,,,passer; se passer,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,porter,"(to) wear, carry | wearing, carrying",,,,porter,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,préparer; se préparer,(to) prepare | preparing; (to) get ready | getting ready,,,,préparer; se préparer,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,recevoir,(to) receive | receiving,,,,recevoir,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,reçois | reçois !,(I) receive | (I) am receiving | (you (sing informal)) receive | (you (sing informal)) are receiving | receive! (sing informal),,,,reçois | reçois !,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,reçoit,"(she, he, it, one) receives | (she, he, it, one) is receiving | (we (informal, impersonal)) receive | (we (informal, impersonal)) are receiving",,,,reçoit,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,regarder,"(to) watch, look at | watching, looking at",,,,regarder,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,réserver,"(to) reserve, book, keep │ reserving, booking, keeping",,,,réserver,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,v,surprendre,(to) surprise | surprising,,,,surprendre,,,AQA,Popular culture,"Customs, festivals and celebrations",both,True
fr,adj,actif,"active, energetic (m)",,,,actif,,,AQA,Popular culture,Free time activities,both,True
fr,adj,commercial,"commercial, shopping (m)",,,,commercial,,,AQA,Popular culture,Free time activities,both,True
fr,adj,complet,"full, complete (m)",,,,complet,,,AQA,Popular culture,Free time activities,both,True
fr,adj,dangereux,dangerous (m),,,,dangereux,,,AQA,Popular culture,Free time activities,both,True
fr,adj,difficile,"difficult (m, f)",,,,difficile,,,AQA,Popular culture,Free time activities,both,True
fr,adj,dur,hard (m),,,,dur,,,AQA,Popular culture,Free time activities,both,True
fr,adj,facile,"easy (m, f)",,,,facile,,,AQA,Popular culture,Free time activities,both,True
fr,adj,ouvert,open (m),,,,ouvert,,,AQA,Popular culture,Free time activities,both,True
fr,adj,passionnant,"exciting, thrilling (m)",,,,passionnant,,,AQA,Popular culture,Free time activities,both,True
fr,adj,populaire,"popular (m, f)",,,,populaire,,,AQA,Popular culture,Free time activities,both,True
fr,adj,sportif,"athletic, competitive, sporty, sporting (m)",,,,sportif,,,AQA,Popular culture,Free time activities,both,True
fr,adv,dur,hard,,,,dur,,,AQA,Popular culture,Free time activities,both,True
fr,adv,vite,"quickly, fast",,,,vite,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la action,action,,,la,la action,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la activité,activity,,,la,la activité,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la boisson,"drink, beverage",,,la,la boisson,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la caisse,checkout,,,la,la caisse,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la carte,"menu, map, card",,,la,la carte,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la chanson,song,,,la,la chanson,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la copine,"friend, girlfriend",,,la,la copine,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la course,"race, shopping",,,la,la course,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la culture,culture,,,la,la culture,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la émission,TV programme,,,la,la émission,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la entrée,"entrance, starter",,,la,la entrée,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la équipe,team,,,la,la équipe,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la fête,"party, festival",,,la,la fête,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la glace,"ice cream, ice",,,la,la glace,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la lecture,reading,,,la,la lecture,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la mode,"way, fashion",,,la,la mode,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la montagne,mountain,,,la,la montagne,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la musique,music,,,la,la musique,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la natation,swimming,,,la,la natation,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la nourriture,food,,,la,la nourriture,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la participation,participation,,,la,la participation,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la partie,"part, game, match",,,la,la partie,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la photo,photo,,,la,la photo,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la pièce,"piece, room, play",,,la,la pièce,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la piscine,swimming pool,,,la,la piscine,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la place,"room, space, square, place",,,la,la place,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la plage,beach,,,la,la plage,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la promenade,walk,,,la,la promenade,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la radio,radio,,,la,la radio,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la réalité,reality,,,la,la réalité,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la recette,recipe,,,la,la recette,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la santé,health,,,la,la santé,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la soif,thirst,,,la,la soif,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la table,table,,,la,la table,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la taille,"size, height",,,la,la taille,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la technologie,technology,,,la,la technologie,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la télévision,television/TV,,,la,la télévision/télé,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la viande,meat,,,la,la viande,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la vidéo,video,,,la,la vidéo,,,AQA,Popular culture,Free time activities,both,True
fr,n (f),la visite,"visit, tour",,,la,la visite,,,AQA,Popular culture,Free time activities,both,True
fr,n (fpl),courses,food shopping,,,,courses,,,AQA,Popular culture,Free time activities,both,True
fr,n (fpl),frites,chips,,,,frites,,,AQA,Popular culture,Free time activities,both,True
fr,n (fpl),paroles,lyrics,,,,paroles,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le acteur,actor (m),,,le,le acteur,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le ami,friend (m),,,le,le ami,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le amour,love,,,le,le amour,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le article,"article, item",,,le,le article,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le billet,ticket,,,le,le billet,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le but,"goal, aim, objective, purpose",,,le,le but,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le café,"café, coffee",,,le,le café,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le camping,camping,,,le,le camping,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le centre,centre,,,le,le centre,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le chanteur,singer,,,le,le chanteur,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le cinéma,cinema,,,le,le cinéma,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le club,club,,,le,le club,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le concert,concert,,,le,le concert,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le concours,"entrance exam, competition",,,le,le concours,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le copain,"friend (m), boyfriend",,,le,le copain,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le danger,danger,,,le,le danger,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le défi,challenge,,,le,le défi,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le dîner,dinner,,,le,le dîner,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le euro,euro,,,le,le euro,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le événement,event,,,le,le événement,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le exercice,"written exercise, physical exercise",,,le,le exercice,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le festival,festival,,,le,le festival,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le film,film,,,le,le film,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le foot(ball),"football, soccer",,,le,le foot(ball),,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le fromage,cheese,,,le,le fromage,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le fruit,fruit,,,le,le fruit,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le gâteau,cake,,,le,le gâteau,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le goût,"taste, flavour",,,le,le goût,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le groupe,group,,,le,le groupe,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le instrument,instrument,,,le,le instrument,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le intérêt,interest,,,le,le intérêt,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le internet,internet,,,le,le internet,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le jeu,game,,,le,le jeu,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le journal,newspaper,,,le,le journal,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le Tour de France,Tour de France,,,le,le Tour de France,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le légume,vegetable,,,le,le légume,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le match,match,,,le,le match,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le membre,member,,,le,le membre,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le musée,museum,,,le,le musée,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le ordinateur,computer,,,le,le ordinateur,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le pantalon,trousers,,,le,le pantalon,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le parc,park,,,le,le parc,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le passe-temps,hobby,,,le,le passe-temps,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le personnage,"character, individual, person",,,le,le personnage,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le poisson,fish,,,le,le poisson,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le prix,"price, prize",,,le,le prix,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le repas,meal,,,le,le repas,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le restaurant,restaurant,,,le,le restaurant,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le roman,novel,,,le,le roman,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le sac,"bag, sack",,,le,le sac,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le serveur,"waiter, server",,,le,le serveur,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le shopping,shopping,,,le,le shopping,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le soleil,sun,,,le,le soleil,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le sport,sport,,,le,le sport,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le stade,"stadium, stage",,,le,le stade,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le style,style,,,le,le style,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le tableau,"board, picture, painting",,,le,le tableau,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le temps,"time, weather",,,le,le temps,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le thé,tea,,,le,le thé,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le théâtre,"theatre, drama",,,le,le théâtre,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le vélo,"bike, bicycle",,,le,le vélo,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le vêtement,"garment, item or article of clothing",,,le,le vêtement,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le vin,wine,,,le,le vin,,,AQA,Popular culture,Free time activities,both,True
fr,n (m),le voyage,"trip, journey",,,le,le voyage,,,AQA,Popular culture,Free time activities,both,True
fr,n (m) (f),le livre,"book, pound",,,le,le livre,,,AQA,Popular culture,Free time activities,both,True
fr,"n (m, f)",artiste,artist,,,,artiste,,,AQA,Popular culture,Free time activities,both,True
fr,"n (m, f)",auteur,author,,,,auteur,,,AQA,Popular culture,Free time activities,both,True
fr,n (mpl),journaux,newspapers,,,,journaux,,,AQA,Popular culture,Free time activities,both,True
fr,v,(aux) bu,"drank | (have, has) drunk",,,,(aux) bu,,,AQA,Popular culture,Free time activities,both,True
fr,v,(aux) couru,"ran | (have, has) run",,,,(aux) couru,,,AQA,Popular culture,Free time activities,both,True
fr,v,(aux) lu,"read | (have, has) read",,,,(aux) lu,,,AQA,Popular culture,Free time activities,both,True
fr,v,(aux) ri,"laughed | (have, has) laughed",,,,(aux) ri,,,AQA,Popular culture,Free time activities,both,True
fr,v,acheter,(to) buy | buying,,,,acheter,,,AQA,Popular culture,Free time activities,both,True
fr,v,boire,(to) drink | drinking,,,,boire,,,AQA,Popular culture,Free time activities,both,True
fr,v,bois | bois !,(I) drink | (I) am drinking | (you (sing informal)) drink | (you (sing informal)) are drinking | drink! (sing informal),,,,bois | bois !,,,AQA,Popular culture,Free time activities,both,True
fr,v,boit,"(she, he, it, one) drinks | (she, he, it, one) is drinking | (we (informal, impersonal)) drink | (we (informal, impersonal)) are drinking",,,,boit,,,AQA,Popular culture,Free time activities,both,True
fr,v,célébrer,(to) celebrate | celebrating,,,,célébrer,,,AQA,Popular culture,Free time activities,both,True
fr,v,chanter,(to) sing | singing,,,,chanter,,,AQA,Popular culture,Free time activities,both,True
fr,v,courir,(to) run | running,,,,courir,,,AQA,Popular culture,Free time activities,both,True
fr,v,cours | cours !,(I) run | (I) am running | (you (sing informal)) run | (you (sing informal)) are running | run! (sing informal),,,,cours | cours !,,,AQA,Popular culture,Free time activities,both,True
fr,v,court,"(she, he, it, one) runs | (she, he, it, one) is running | (we (informal, impersonal)) run | (we (informal, impersonal)) are running",,,,court,,,AQA,Popular culture,Free time activities,both,True
fr,v,coûter,(to) cost | costing,,,,coûter,,,AQA,Popular culture,Free time activities,both,True
fr,v,danser,(to) dance | dancing,,,,danser,,,AQA,Popular culture,Free time activities,both,True
fr,v,disputer; se disputer,"(to) scold, tell off | scolding, telling off; (to) argue │ arguing",,,,disputer; se disputer,,,AQA,Popular culture,Free time activities,both,True
fr,v,écouter,(to) listen to | listening to,,,,écouter,,,AQA,Popular culture,Free time activities,both,True
fr,v,écrire,(to) write | writing,,,,écrire,,,AQA,Popular culture,Free time activities,both,True
fr,v,écris,(I) write | (I) am writing | (you (sing informal)) write | (you (sing informal)) are writing | write! (sing informal),,,,écris | écris !,,,AQA,Popular culture,Free time activities,both,True
fr,v,écrit,"(she, he, it, one) writes | (she, he, it, one) is writing | (we (informal, impersonal)) write | (we (informal, impersonal)) are writing | wrote | (have, has) written",,,,écrit | (aux) écrit,,,AQA,Popular culture,Free time activities,both,True
fr,v,emporter,"(to) take with, take away | taking with, taking away",,,,emporter,,,AQA,Popular culture,Free time activities,both,True
fr,v,essayer ,"(to) try (+ verb), attempt (+verb) | trying (+ verb), attempting (+ verb)",,,,essayer ,,,AQA,Popular culture,Free time activities,both,True
fr,v,faisons; faisons  ,"(we) do, make, go on/for  | (we) are doing, are making, are going on/for  | (we) do + -ing, go + -ing, play  | (we) are doing + -ing, are going + -ing, are playing  ",,,,faisons; faisons  ,,,AQA,Popular culture,Free time activities,both,True
fr,v,fermer,"(to) close, shut | closing, shutting ",,,,fermer,,,AQA,Popular culture,Free time activities,both,True
fr,v,font; font de,"(they) do, make, go on/for  | (they) are doing, are making, are going on/for  | (they) do + -ing, go + -ing, play  | (they) are doing + -ing, are going + -ing, are playing ",,,,font; font de,,,AQA,Popular culture,Free time activities,both,True
fr,v,gagner,"(to) win, earn, gain | winning, earning, gaining",,,,gagner,,,AQA,Popular culture,Free time activities,both,True
fr,v,jouer (à/),(to) play  | playing ,,,,jouer (à/),,,AQA,Popular culture,Free time activities,both,True
fr,v,lire,(to) read | reading,,,,lire,,,AQA,Popular culture,Free time activities,both,True
fr,v,manger,(to) eat | eating,,,,manger,,,AQA,Popular culture,Free time activities,both,True
fr,v,marcher,"(to) walk, work | walking, working",,,,marcher,,,AQA,Popular culture,Free time activities,both,True
fr,v,monter; monter ,(to) go up | going up; (to) climb (up ) | climbing (up ),,,,monter; monter ,,,AQA,Popular culture,Free time activities,both,True
fr,v,ouvrir,(to) open | opening,,,,ouvrir,,,AQA,Popular culture,Free time activities,both,True
fr,v,participer à ,"(to) take part in , participate in  | taking part in , participating in ",,,,participer à ,,,AQA,Popular culture,Free time activities,both,True
fr,v,payer,(to) pay (for) | paying (for),,,,payer,,,AQA,Popular culture,Free time activities,both,True
fr,v,perdre; se perdre,(to) lose | losing; (to) get lost | getting lost,,,,perdre; se perdre,,,AQA,Popular culture,Free time activities,both,True
fr,v,recommander,(to) recommend | recommending,,,,recommander,,,AQA,Popular culture,Free time activities,both,True
fr,v,regarder,"(to) watch, look at | watching, looking at",,,,regarder,,,AQA,Popular culture,Free time activities,both,True
fr,v,rencontrer,"(to) meet, run into | meeting, running into",,,,rencontrer,,,AQA,Popular culture,Free time activities,both,True
fr,v,réserver,"(to) reserve, book, keep │ reserving, booking, keeping",,,,réserver,,,AQA,Popular culture,Free time activities,both,True
fr,v,rire,(to) laugh | laughing,,,,rire,,,AQA,Popular culture,Free time activities,both,True
fr,v,ris | ris !,(I) laugh | (I) am laughing | (you (sing informal)) laugh | (you (sing informal)) are laughing | laugh! (sing informal),,,,ris | ris !,,,AQA,Popular culture,Free time activities,both,True
fr,v,rit,"(she, he, it, one) laughs | (she, he, it, one) is laughing | (we (informal, impersonal)) laugh | (we (informal, impersonal)) are laughing",,,,rit,,,AQA,Popular culture,Free time activities,both,True
fr,v,se relaxer,(to) relax | relaxing,,,,se relaxer,,,AQA,Popular culture,Free time activities,both,True
fr,v,situer; se situer,"(to) place, put, situate | placing, putting, situating; (to) be situated, take place | being situated, taking place",,,,situer; se situer,,,AQA,Popular culture,Free time activities,both,True
fr,v,sortir,"(to) go out, exit, take out, release | going out, exiting, taking out, releasing",,,,sortir,,,AQA,Popular culture,Free time activities,both,True
fr,v,télécharger,(to) download | downloading,,,,télécharger,,,AQA,Popular culture,Free time activities,both,True
fr,v,visiter,(to) visit | visiting,,,,visiter,,,AQA,Popular culture,Free time activities,both,True
fr,adj,actuel,current (m),,,,actuel,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,beau/bel,beautiful (m),,,,beau/bel,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,beaux,"beautiful (mpl, mixed gender pl)",,,,beaux,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,belle,beautiful (f),,,,belle,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,calme,"calm, quiet (m, f)",,,,calme,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,chaud,"hot, warm (m)",,,,chaud,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,commercial,"commercial, shopping (m)",,,,commercial,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,courant,"current, common (m)",,,,courant,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,dangereux,dangerous (m),,,,dangereux,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,droit,right (m),,,,droit,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,égal,equal (m),,,,égal,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,énorme,"enormous (m, f)",,,,énorme,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,froid,cold (m),,,,froid,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,gauche,"left (m, f)",,,,gauche,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,grave,"serious, grave (m, f)",,,,grave,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,historique,"historic (m, f)",,,,historique,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,idéal,ideal (m),,,,idéal,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,industriel,industrial (m),,,,industriel,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,inquiet,"worried, anxious (m)",,,,inquiet,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,inquiétant,"worrying, disturbing (m)",,,,inquiétant,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,inquiète,"worried, anxious (f)",,,,inquiète,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,international,international (m),,,,international,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,jeune,"young (m, f)",,,,jeune,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,joli,"pretty, attractive (m)",,,,joli,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,juste,"right, true, correct, fair (m, f)",,,,juste,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,local,local (m),,,,local,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,moderne,"modern (m, f)",,,,moderne,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,moral,moral (m),,,,moral,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,mort,dead (m),,,,mort,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,national,national (m),,,,national,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,naturel,natural (m),,,,naturel,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,pauvre,"poor (m, f)",,,,pauvre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,pire(s),"worse, worst (m, f) (pl)",,,,pire(s),,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,pratique,"practical (m, f)",,,,pratique,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,propre,"clean, proper, own (m, f)",,,,propre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,public,public (m),,,,public,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,publique,public (f),,,,publique,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,régional,regional (m),,,,régional,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,sale,"dirty (m, f)",,,,sale,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,sérieux,"conscientious, responsible (m)",,,,sérieux,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,social,social (m),,,,social,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,sûr,"safe, sure (m)",,,,sûr,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,vert,green (m),,,,vert,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adj,vide,"empty (m, f)",,,,vide,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adv,dehors,outside,,,,dehors,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adv,là-bas,"over there, out there",,,,là-bas,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adv,loin,far,,,,loin,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adv,pire,"worse, less well",,,,pire,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,adv,près,"nearby, close by, near",,,,près,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la action,action,,,la,la action,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la adresse,address,,,la,la adresse,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la aide,help,,,la,la aide,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la Angleterre,England,,,la,la Angleterre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la banque,bank,,,la,la banque,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la Belgique,Belgium,,,la,la Belgique,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la bibliothèque,library,,,la,la bibliothèque,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la boîte,box,,,la,la boîte,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la boulangerie,bakery,,,la,la boulangerie,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la caisse,checkout,,,la,la caisse,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la campagne,countryside,,,la,la campagne,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la capitale,capital city,,,la,la capitale,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la catastrophe,"catastrophe, disaster",,,la,la catastrophe,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la cause,cause,,,la,la cause,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la chaise,chair,,,la,la chaise,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la chambre,bedroom,,,la,la chambre,,,AQA,Communication and the world around us,Environment and where people live,both,True
